t,bp_delta,bp_theta,bp_alpha,bp_beta,bp_gamma,psd_slope,lzc,pac_tg_mi,y_true,y_hat,err,sched
35,0.05795200964860719,0.4723037512033096,0.027066257884887812,0.035746495644808196,0.19886229748837886,-1.5397166963418896,0.25,0.0008177401514369759,-0.14482346832983828,-0.1286456187701751,-0.01617784955966317,0.7815961998958187
36,0.025228937963347527,0.6053447629948726,0.008807813990414515,0.04259518651395473,0.13940657119950997,-0.9543210723965513,0.0625,0.0005241211253037446,-0.12037958931333274,-0.09032305142780359,-0.030056537885529158,0.7703117166260292
37,0.24602781338242216,0.6081493967943419,0.01659935389028383,0.030587256664978774,0.18398706920082594,-1.5637367735428314,0.0625,0.00044186895440993096,-0.1259483317325668,-0.13687889493358593,0.010930563201019122,0.7588591562539122
38,0.05654191680403534,0.555616412891282,0.018175420968559005,0.03394239206791256,0.1958056286421842,-1.52661050855276,0.09375,0.0005937769486967347,-0.1270712076538943,-0.131244173758335,0.004172966104440706,0.7472498210738714
39,0.10727417330581439,0.6147634402402128,0.06544238372471964,0.01395926089395178,0.18419672630673703,-1.8367276848664846,0.0625,0.0004940655931672946,-0.10183322352256838,-0.15512370798507674,0.053290484462508364,0.7354951680981168
40,0.033693533180464696,0.6660015092688355,0.0551091294025013,0.03070905200402606,0.1896280955724272,-1.3722746425019017,0.25,0.0012199422073628876,-0.11598068580254921,-0.11922747908231328,0.003246793279764071,0.7236067977499789
41,0.048532461886652896,0.5403728838624702,0.024887929954392703,0.04422004856961985,0.19484406295986165,-1.5454480226124174,0.71875,0.0022748023214697716,-0.12363228390276303,-0.13244143372176373,0.008809149819000703,0.7115964424156918
42,0.04442250418360931,0.40717656694922905,0.03462196867386141,0.029507705433856085,0.1877387322287357,-1.1180480832356479,0.0625,0.001872214238419156,-0.13166199016407168,-0.09010001351482315,-0.04156197664924853,0.6994759548659419
43,0.03200540255950247,0.7178130112362147,0.08535008506533245,0.047777505549472174,0.18003687723421036,-1.5044892622025818,0.09375,0.0012935816100359734,-0.10950527792550971,-0.1307853907600422,0.02128011283453249,0.6872572965586171
44,0.012809431691905505,0.5278728687475839,0.011200830259037892,0.018790804815086538,0.17274870905743955,-0.4761670137339371,0.0625,0.0009163805564577542,-0.06481437193917698,-0.04955647685505135,-0.01525789508412563,0.6749525258342899
45,0.036821851899743754,0.6496192762994737,0.047042199715285386,0.036666790870967456,0.16815896262440264,-1.0973656624519486,0.15625,0.0011945081264681334,-0.04081376992925996,-0.09896178449876557,0.05814801456950561,0.6625737860160924
46,0.1795043812586008,0.43947600068037895,0.04720657030199177,0.03150879156693924,0.18547441435752443,-1.785308674255743,0.6875,0.0015028091567347572,-0.06364018663140468,-0.14152261614010078,0.0778824295086961,0.6501332934257218
47,0.12318383412531321,0.6808627777671471,0.020932957209430288,0.034775608068974055,0.19512984776205575,-1.4654915632673984,0.09375,0.0016409797532728262,-0.07720533360432534,-0.1129296671541694,0.035724333549844056,0.6376433253274058
48,0.022778107217265017,0.7419307650341568,0.01299612004403424,0.01568487323480454,0.1416164952261612,-1.283864852306795,0.625,0.0009711935119733102,-0.09448722849530955,-0.10520733676897565,0.010720108273666096,0.6251162078117254
49,0.022151590358003882,0.3687510281449298,0.010009238655414698,0.01805787918278211,0.19004393388768223,-1.0278279141306699,0.40625,0.0014684666348589708,-0.1338511840199522,-0.07554943168549985,-0.05830175233445234,0.6125643036312514
50,0.013367748899114889,0.5138173150774371,0.06805073062536768,0.019093864979662884,0.19771168716069015,-1.2212992183004596,0.125,0.0007538179880933429,-0.1082839631047205,-0.09206610311630498,-0.016217859988415517,0.6000000000000001
51,0.012635606924943098,0.5034668046921955,0.026854363411487878,0.05120510923808474,0.1884154503988631,-0.9380506985478589,0.0625,0.003133075503611823,-0.07110976138658641,-0.07471313900929481,0.0036033776227084036,0.5874356963687487
52,0.28527692055747633,0.4959429296782013,0.01774855487749559,0.02709231009362975,0.17671076595019383,-1.9076594934182503,0.53125,0.0015280467138735453,-0.09784940646182268,-0.14010757327645118,0.0422581668146285,0.5748837921882747
53,0.044690154990270944,0.44394778616998093,0.02645586155220574,0.018655418147602184,0.18939124455965514,-1.4069392368982783,0.28125,0.0007384241198116836,-0.11968735277948848,-0.10013756352236194,-0.01954978925712654,0.5623566746725943
54,0.02853925526101697,0.4676797705613009,0.024066545414455076,0.031331694488465796,0.20720033545200245,-1.4199643128444162,0.09375,0.000723090207404612,-0.13532164807998384,-0.10132373281983001,-0.03399791526015383,0.5498667065742784
55,0.15726011416465968,0.5982963737680845,0.03471993062428954,0.028254547814487413,0.18215630936803986,-1.621879064664559,0.1875,0.0034099398321134075,-0.17389276295594572,-0.12123913146179977,-0.05265363149414595,0.5374262139839077
56,0.09167043903560115,0.4275410739338964,0.04724781113070871,0.038243917077735494,0.18799516439498204,-1.4086132103481344,0.0625,0.0008938253496323773,-0.16832904746442667,-0.10546697474247206,-0.06286207272195461,0.5250474741657102
57,0.028487807048239028,0.633601695109514,0.013236044270100588,0.025560817800469024,0.1644799016222612,-1.2533428522464376,0.0625,0.000913934076819901,-0.17398825756872185,-0.10468018100760722,-0.06930807656111464,0.5127427034413832
58,0.020215646135860847,0.6354289718073167,0.03065340558435688,0.03581062268091484,0.16940935692236428,-1.5097106437597239,0.1875,0.001529323644878846,-0.15951831347883536,-0.12779461466081282,-0.03172369881802253,0.500524045134058
59,0.11926836693017977,0.8081925250202002,0.023997058406174134,0.032971747913675714,0.17808595032485236,-1.4974759935826196,0.0625,0.0008226860308579502,-0.15940842540332018,-0.13345182125097738,-0.0259566041523428,0.48840355758430837
60,0.06232491879665891,0.5923056023474116,0.032950860719291264,0.028057889893551655,0.15328221534523606,-1.4416972773775145,0.09375,0.0016080321672073607,-0.18072572945529852,-0.12448351439738142,-0.0562422150579171,0.4763932022500212
61,0.061919761214934116,0.5028922884287728,0.022623207870061293,0.028437010216763873,0.1729714095314676,-1.5491065060951534,0.625,0.001417527621381369,-0.15042102343690766,-0.1377747849326344,-0.012646238504273266,0.46450483190188346
62,0.0692871831749606,0.4563602795646796,0.012690037050239682,0.02691948187579159,0.1829802475964209,-0.9633546826036823,0.09375,0.0011549778323605077,-0.15865302647599244,-0.08777247653981744,-0.070880549936175,0.45275017892612895
63,0.21194039637417408,0.7137384985236006,0.03893498131324133,0.01893191878977584,0.1767640062473791,-1.7492167310423454,0.0625,0.001398341267598413,-0.15045591834511532,-0.15843068034544,0.007974762000324681,0.44114084374608775
64,0.04570669091048849,0.526968710434775,0.025926837556850945,0.020678755367374707,0.17434425690098604,-1.1008970211900153,0.1875,0.0012703732256960317,-0.1500687653648498,-0.1031372077347403,-0.046931557630109505,0.42968828337397097
65,0.039998540936906135,0.34749908875064783,0.025951179237311134,0.02874624165653095,0.2164604117177974,-1.3200216673613134,0.09375,0.0007050607740143051,-0.14770468960624744,-0.11411098784308842,-0.033593701763159026,0.4184038001041813
66,0.11302993155903435,0.6245764678194532,0.017042626406212374,0.04221499961945548,0.20164837293564467,-1.2208383281722193,0.0625,0.0012781070187362943,-0.13554353035875263,-0.1177845099008286,-0.017759020457924032,0.40729853035931385
67,0.2754916972884531,0.5194819566405906,0.02525208527588915,0.03763691336501634,0.18347400633614866,-1.888336674193795,0.09375,0.0009245048170181709,-0.11480051721728546,-0.16766256109639976,0.05286204387911431,0.3963834336998515
68,0.22858429511129857,0.5382502705923399,0.04060384686466527,0.02949548839750947,0.2008180236630964,-1.9348961047665114,0.0625,0.001318682041916784,-0.09567830534970104,-0.16709380785783684,0.0714155025081358,0.3856692820084013
69,0.02422435179846813,0.5871336354970176,0.011225659886569565,0.021470414983076738,0.2034497765032885,-1.0735981046209249,0.0625,0.000733006024872065,-0.152184115187654,-0.0990427426050745,-0.05314137258257952,0.37516664885914774
70,0.02961889482872275,0.6013069936096965,0.027990849057619532,0.02398759879982005,0.18283469108019504,-1.1919688636898036,0.15625,0.002535408860040096,-0.1534868207850612,-0.11123602143045987,-0.04225079935460134,0.36488589908301083
71,0.11340658130537612,0.5929810610305484,0.053995372052453534,0.012862012207026235,0.17786281661913145,-1.8198202890106487,0.1875,0.0004640184144935424,-0.15139609289884778,-0.1602215987323479,0.008825505833500114,0.35483717853880936
72,0.07450751221849902,0.5246782906670374,0.02987078260068734,0.033440447553898245,0.18567807696494584,-1.3409980498112686,0.5,0.0007963439049709396,-0.13365402880863952,-0.12466180270619852,-0.008992226102441006,0.3450304041005241
73,0.03673542156704809,0.5458419521405439,0.015790497661952074,0.023482290262159575,0.1704966293849474,-1.0001301750676905,0.3125,0.0011505764534902605,-0.1317875155007281,-0.09776100552854003,-0.03402650997218806,0.33547525387053934
74,0.16274907628740726,0.8390948208937785,0.012599905696662335,0.03472375989651013,0.16111875037730616,-1.4693979430509239,0.3125,0.0014914583993044692,-0.1488492345193857,-0.14533963459819324,-0.003509599921192458,0.3261811576285245
75,0.06502568378993993,0.4425810057849387,0.07231466848195975,0.022921946976828138,0.1583411244756197,-1.3517590745467094,0.0625,0.0009179335019585877,-0.1524598584434644,-0.11953394281357389,-0.032925915629890515,0.317157287525381
76,0.12139559188239303,0.644499750936727,0.03468463446591849,0.044001464362498764,0.16642951259623073,-1.5134614080721032,0.09375,0.0020072150601637448,-0.14808613224064854,-0.14103676765387016,-0.007049364586778378,0.3084125490314355
77,0.01449666537202352,0.5639634943208804,0.01948183379760766,0.02498499838625653,0.20786193125391833,-0.7145413083105989,0.34375,0.001050522229027684,-0.18088633655292574,-0.07844574741197,-0.10244058914095575,0.2999555721478162
78,0.12790461145583293,0.4640475160567214,0.022887873628011313,0.03105548261807381,0.19072881581630508,-1.758202626386304,0.21875,0.0010794802638582628,-0.1771158922505071,-0.15696582266035813,-0.020150069590148978,0.29179470288968434
79,0.023485630321627413,0.3551284298410225,0.0029104671539609724,0.05342660615793695,0.1870997548064568,-1.2226162215938878,0.21875,0.0003849026542040332,-0.17888536056346235,-0.11211171256616817,-0.06677364799729418,0.28393799504972383
80,0.06632358662198554,0.7174538006769813,0.06601521868884612,0.032737685139040795,0.19109867158100827,-1.5868517111263514,0.53125,0.0009410077452445732,-0.16539700953216926,-0.15993816525716256,-0.005458844275006702,0.27639320225002106
81,0.1715537598392329,0.6398122385433088,0.06321905737163876,0.030645204524467222,0.1856048908517552,-1.9139256389570214,0.28125,0.0013364115941075338,-0.11853919104958516,-0.18060292572034325,0.0620637346707581,0.26916777029017536
82,0.04773146863445991,0.9844628118082346,0.05027322857662565,0.03255040116726492,0.19022153085550372,-1.1910706096668224,0.0625,0.0013377243077704853,-0.12710326704933705,-0.13049365287777717,0.003390385828440118,0.2622688297991941
83,0.028763277308580568,0.45517385763623375,0.05311738756159822,0.04970271296503384,0.21267504896556763,-1.1321933299836011,0.09375,0.0010873917189533715,-0.11932006821747991,-0.10675815773000773,-0.012561910487472183,0.2557031891984225
84,0.12502819067811966,0.2950011308510529,0.015688015165018505,0.027993852213965394,0.20658649529298712,-1.4185110074581053,0.5,0.0025935550192040906,-0.09283442302258678,-0.12754535914062215,0.03471093611803537,0.2494773279824546
85,0.0804232743898998,0.5270300986701212,0.009795271435454491,0.028207002984396132,0.2008563309741242,-1.467032690280433,0.34375,0.0007798857933714383,-0.14197139377538945,-0.1371394506719329,-0.004831943103456554,0.24359739032465288
86,0.05100676952263923,0.5510775902660763,0.03378753002093074,0.03552848953525636,0.18826303782464213,-1.165871997044288,0.3125,0.0007562108068051253,-0.1667193682117204,-0.11470747910209941,-0.052011889109620985,0.23806917901359226
87,0.08094488902080486,0.9027065898071832,0.022062080425562517,0.04592641501705259,0.15079004081229203,-1.51450440104386,0.09375,0.001926717781775029,-0.15029177892030027,-0.15447281066866378,0.004181031748363512,0.23289814972640766
88,0.06264955388477533,0.42681141669465567,0.02440746179173844,0.025388141786519065,0.15515085076347454,-1.247751243498226,0.1875,0.0007606424830292695,-0.13769457054823542,-0.1160265153320581,-0.021668055216177318,0.22808940564469948
89,0.09799555725423093,0.7703280400077233,0.038106066210036815,0.028487614618226038,0.18169818898814352,-1.4543211702059258,0.125,0.0021797294439829694,-0.12060595579810798,-0.14493412540189216,0.024328169603784172,0.22364769241830984
90,0.15294261051377706,0.5777155411470792,0.01714545219271119,0.016193796119066038,0.19299487842686852,-1.7215604167926695,0.125,0.0008497245530658369,-0.10415918635424662,-0.1575477521810623,0.05338856582681567,0.2195773934819386
91,0.08073254498210931,0.27219965909644595,0.01609662966831099,0.018786092134690176,0.1764401972964768,-1.7537233682084552,0.28125,0.0005195109197948097,-0.11851954215671802,-0.14871261675117217,0.030193074594454153,0.21588252572922284
92,0.14238611006561408,0.502400502943169,0.009443183265917579,0.02314988822809718,0.19973914977960674,-1.3471921489718002,0.125,0.0005926815809384732,-0.08689796559870482,-0.12295389466579931,0.0360559290670945,0.21256673554854763
93,0.07304483389067047,0.4694525239629144,0.019797278995561628,0.024451605276841308,0.1895083770363069,-1.7043567609435009,0.0625,0.0007418713213275524,-0.07988708711526131,-0.1477120870738364,0.06782499995857509,0.20963329522450108
94,0.074650755312893,0.7880406923053968,0.022345717081803017,0.029231085415987176,0.19849574793524308,-1.1612067471832883,0.0625,0.0023083134508658718,-0.05708695565258318,-0.11615111482676661,0.059064159174183437,0.2070850997085245
95,0.06924005040093445,0.4873140984577249,0.04415038839378575,0.021629007823334725,0.1947523959980393,-1.5515359798416994,0.0625,0.0008573949637881363,-0.0735706809762916,-0.1332338291434833,0.059663148167191704,0.20492466376194496
96,0.12407090756438872,0.6158577009014865,0.03874701276276712,0.03981770980813951,0.17352230472437832,-1.7512269019331281,0.0625,0.0010994004829546868,-0.08564487655931702,-0.15151276398288036,0.06586788742356334,0.20315411947420892
97,0.12569904063822473,0.44407849084741446,0.004033667026350022,0.014284392918498761,0.19008154636081206,-1.623904174316222,0.09375,0.0007428588223468046,-0.08528253351562666,-0.13326092683098495,0.04797839331535829,0.201775214158768
98,0.11860003679331754,0.6703255745072685,0.022452043406576486,0.024346190840592884,0.1852253807520864,-1.4581454154693219,0.0625,0.0012487609518518602,-0.06802506047388993,-0.12791884696140324,0.05989378648751331,0.20078930862869138
99,0.07661347343187808,0.7597518323647448,0.022303302595715127,0.019548564582784204,0.19759705428048985,-1.1336594916965488,0.0625,0.0013565343105725834,-0.0760017625576667,-0.10619057765674596,0.030188815099079253,0.20019737585370737
100,0.02174127796074064,0.3417830069298725,0.05243466761938815,0.03133623195759701,0.20393979009616053,-0.7003652751574583,0.0625,0.0008663395848125191,-0.06987531888392258,-0.061128616129453736,-0.008746702754468844,0.2
101,0.23679639063091662,0.7831475616049292,0.03470603736737693,0.044752112501348335,0.16793813627385235,-1.66272160719821,0.0625,0.0010332898554632152,-0.049439134492343766,-0.1448521320559139,0.09541299756357013,0.20019737585370737
102,0.1264381680031324,0.47622699200337043,0.0467872197852592,0.0358429399759109,0.2012739720703509,-1.6310058126438098,0.15625,0.0008069468573957474,0.01590225180366015,-0.12962640114038843,0.14552865294404857,0.20078930862869138
103,0.026972415049248827,0.4838575533474797,0.014909525014343757,0.03465139241121918,0.1766962196968861,-0.9720286038815406,0.3125,0.0007324484309636406,0.025981604660969857,-0.08336536835892014,0.10934697301988999,0.201775214158768
104,0.038255688717043504,0.6163203725126591,0.017222007366431875,0.016247687578816977,0.19216459972688069,-1.4191082013932554,0.59375,0.0006513893135426923,0.03886878145515722,-0.11780883490805026,0.15667761636320748,0.20315411947420886
105,0.022069633137599715,0.5444878903138427,0.025419255146157796,0.021533435051882186,0.20436509462535454,-1.5612763113650925,0.375,0.0005208780976066941,0.03273961377446661,-0.11813492311430773,0.15087453688877434,0.2049246637619449
106,0.03297785372783717,0.5218273618728905,0.017113526577970686,0.021476989680786932,0.19018320830859473,-1.25282544166283,0.125,0.001387524764031985,-0.006606350079029357,-0.09203395068482863,0.08542760060579926,0.20708509970852457
107,0.09095455282552883,0.4069073215564504,0.04513647256713832,0.044302075229370005,0.21154987201869926,-1.6604932778724537,0.0625,0.0010590605188839847,0.008061028512686827,-0.1112151903580931,0.11927621887077992,0.20963329522450103
108,0.051655166453350505,0.6146884558090489,0.03160005567385876,0.03277650866862227,0.16900666762529631,-1.6043175006337922,0.09375,0.0008469988665108001,-0.007817455601830878,-0.11075431414136822,0.10293685853953734,0.21256673554854755
109,0.09089865374039495,0.7684834058462358,0.06889574906842834,0.03400187675608604,0.19448008647795,-1.8024288066628171,0.0625,0.0010144776538464676,-0.022100899270802915,-0.12265814158026728,0.10055724230946436,0.21588252572922273
110,0.1404768542326415,0.5717118707137695,0.015560630340708837,0.03472619056039011,0.2147951858753217,-1.5653346271688948,0.09375,0.0003936510177446473,-0.016979961431747126,-0.09988284807595714,0.08290288664421001,0.21957739348193855
111,0.10670034516981036,0.18707351934508284,0.03570053708387646,0.01819074176315008,0.17735452824512823,-1.6051665997092615,0.09375,0.001725715513405932,-0.023911260361823405,-0.08889489236635915,0.06498363200453575,0.22364769241830984
112,0.15195057123788974,0.7214586574752914,0.007854566295765695,0.03466223056372406,0.18547254859413398,-1.8492932265678366,0.59375,0.00020952308704654237,-0.04396599974149513,-0.11846056992717921,0.07449457018568409,0.22808940564469943
113,0.061935827755538214,0.8289775590724561,0.010590465867437072,0.0381237277476354,0.23054100429446586,-1.369565034271331,0.53125,0.0008183823910286033,-0.04475184014365252,-0.09294525914435459,0.048193419000702065,0.23289814972640752
114,0.0767109364030237,0.6324992192385244,0.01150526764444071,0.03631588160762785,0.19853653500602464,-1.3363015516581285,0.625,0.0007498243316934719,-0.06805546925024053,-0.08552293516304219,0.017467465912801655,0.23806917901359215
115,0.055843091730542145,0.5511937845125635,0.012631854988888247,0.031032918811466397,0.14989166518341038,-1.3599863960796978,0.5,0.0011499750180001174,-0.06404787586609595,-0.08352704813288078,0.019479172266784833,0.24359739032465294
116,0.14369274002883312,0.32918663471202136,0.025836505472900163,0.024865530195976274,0.21010321847451013,-1.5221268678884439,0.0625,0.0006316583941876581,-0.08221071527817125,-0.08096888607668,-0.001241829201491254,0.24947732798245462
117,0.1723988265702715,0.4293576749176003,0.008559885588258723,0.02063977008779317,0.18483017682456263,-1.536567790693562,0.40625,0.000860116278823189,-0.08854142706070015,-0.08687390839762175,-0.0016675186630783906,0.25570318919842255
118,0.0984097328838473,0.7219938001452659,0.023106010674446953,0.029190904411452886,0.21263843041326347,-1.5084175187575675,0.1875,0.0006103174454446095,-0.06612540945540166,-0.09166466511121513,0.02553925565581347,0.26226882979919397
119,0.06251214166606008,0.5287284085423076,0.026962815985129705,0.0327824253988032,0.1973508166458576,-1.1830614113684172,0.0625,0.0008928210372233656,-0.06510949997059663,-0.0695151336083181,0.004405633637721465,0.2691677702901752
120,0.02575019684971786,0.7356343381369423,0.035357574756432655,0.03357988715285773,0.17787445945002134,-1.5074409202374528,0.375,0.00042323077332317413,-0.11698677512032948,-0.09287964760365855,-0.024107127516670934,0.2763932022500209
121,0.0230870076582822,0.3218998158395008,0.052782390467094036,0.03557794578058178,0.18136756847047106,-1.2542616611697595,0.09375,0.001298588727619881,-0.17413246633927953,-0.06887285725824123,-0.1052596090810383,0.2839379950497239
122,0.04952508786634228,0.6307534838582403,0.026442833279432296,0.02568136596614602,0.17414850610306412,-1.3029456912757575,0.21875,0.00030868320275313836,-0.1773199452231663,-0.08269400561778582,-0.09462593960538047,0.29179470288968434
123,0.1648404032892655,0.40971106275802555,0.013046568040292672,0.01629677460320649,0.1897342461736687,-1.4117226292805658,0.15625,0.0006700246277440784,-0.14264059445549981,-0.08422381711426961,-0.0584167773412302,0.29995557214781615
124,0.055567421933830255,0.3632750271991176,0.027911160082695997,0.023979764258577195,0.1905822470045622,-1.2427668754366465,0.09375,0.00012931611115467572,-0.1026627027190712,-0.07576763603463119,-0.026895066684440014,0.3084125490314353
125,0.078436948608132,0.41853745952596594,0.003932372701768372,0.031877003663954864,0.1745156732456951,-0.8839074546816417,0.15625,0.0008825118711393372,-0.10121617193517027,-0.059421557075829814,-0.041794614859340454,0.31715728752538086
