column,n,mae,mse,rmse,mape_pct,r2,corr,orig_min,orig_max,orig_mean,orig_std,recon_min,recon_max,recon_mean,recon_std,model_size_bytes,raw_size_bytes,raw_to_model_ratio
value,10,1.82406015037594,4.727238522371092,2.1742213600208906,40.12245892509051,0.4270013912277464,0.9928541960348117,1.0,10.0,5.5,2.8722813232690143,2.5,6.175438596491228,4.116541353383459,1.2098685666657556,728.0,80.0,0.10989010989010989
