column,n,mae,mse,rmse,mape_pct,r2,corr,orig_min,orig_max,orig_mean,orig_std,recon_min,recon_max,recon_mean,recon_std,model_size_bytes,raw_size_bytes,raw_to_model_ratio
value,10,2.3684210526315788,7.894736842105265,2.809757434745082,37.215956558061826,0.04306220095693769,1.0,1.0,10.0,5.5,2.8722813232690143,1.0,5.263157894736842,3.1315789473684212,1.3605543110221645,165.0,80.0,0.48484848484848486
