t,value,value_norm,alloc_a,alloc_b
86,8.818181818181818,0.8686868686868687,0.6917713624872686,0.30822863751273144
87,8.90909090909091,0.8787878787878789,0.6937915645074706,0.3062084354925294
88,9.0,0.8888888888888888,0.6958117665276726,0.3041882334723274
89,9.090909090909092,0.8989898989898991,0.6978319685478747,0.30216803145212534
90,9.181818181818182,0.9090909090909091,0.6998521705680766,0.3001478294319234
91,9.272727272727273,0.9191919191919192,0.7018723725882786,0.2981276274117214
92,9.363636363636363,0.9292929292929293,0.7038925746084806,0.29610742539151935
93,9.454545454545455,0.9393939393939394,0.7059127766286827,0.2940872233713173
94,9.545454545454545,0.9494949494949494,0.7079329786488847,0.2920670213511153
95,9.636363636363637,0.9595959595959597,0.7099531806690867,0.29004681933091325
96,9.727272727272727,0.9696969696969696,0.7119733826892887,0.28802661731071133
97,9.818181818181818,0.9797979797979798,0.7139935847094907,0.2860064152905093
98,9.90909090909091,0.9898989898989901,0.7160137867296928,0.28398621327030715
99,10.0,1.0,0.7180339887498948,0.28196601125010523
