t,value,value_norm,alloc_a,alloc_b
86,8.88095238095238,0.9816849816849815,0.7143709850868911,0.2856290149131089
87,8.904761904761903,0.9853479853479852,0.7151035858194918,0.28489641418050815
88,8.928571428571427,0.9890109890109888,0.7158361865520926,0.2841638134479074
89,8.935064935064934,0.9900099900099899,0.7160359867518928,0.28396401324810716
90,8.94155844155844,0.9910089910089908,0.716235786951693,0.283764213048307
91,8.948051948051948,0.992007992007992,0.7164355871514931,0.28356441284850686
92,8.954545454545453,0.9930069930069928,0.7166353873512934,0.2833646126487066
93,8.96103896103896,0.994005994005994,0.7168351875510937,0.28316481244890634
94,8.967532467532466,0.9950049950049948,0.7170349877508938,0.2829650122491062
95,8.974025974025974,0.9960039960039959,0.717234787950694,0.28276521204930605
96,8.98051948051948,0.9970029970029969,0.7174345881504942,0.2825654118495058
97,8.987012987012987,0.998001998001998,0.7176343883502944,0.28236561164970564
98,8.993506493506493,0.9990009990009988,0.7178341885500945,0.2821658114499055
99,9.0,1.0,0.7180339887498948,0.28196601125010523
