value
2.5
2.7030075187969924
2.906015037593985
3.3796992481203008
3.887218045112782
4.245614035087719
4.56140350877193
5.087719298245614
5.719298245614034
6.175438596491228
6.491228070175438
6.947368421052632
7.578947368421052
8.105263157894736
8.421052631578949
8.694235588972433
8.81829573934837
8.932330827067668
8.966165413533833
9.0
