t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
0.0,0.5944876074790955,0.7877927422523499,0.41187143325805664,0.10952627658843994,0.8820651173591614,0.9755512475967407,0.46996748447418213,0.1710224151611328,0.9716758131980896,0.23933440446853638
1.0,0.6382811665534973,0.8265941143035889,0.4527413249015808,0.17212578654289246,0.923707127571106,1.0024477243423462,0.524702787399292,0.233937069773674,1.0012890100479126,0.30159813165664673
2.0,0.6849786639213562,0.8686627745628357,0.4969412684440613,0.23609322309494019,0.9681661128997803,1.0335147380828857,0.5815098285675049,0.29846692085266113,1.034868836402893,0.36539900302886963
3.0,0.7345854043960571,0.9139813780784607,0.5444533824920654,0.30152153968811035,1.0154571533203125,1.068712830543518,0.6404191255569458,0.3646465837955475,1.0723775625228882,0.43078815937042236
4.0,0.7870740294456482,0.9624997973442078,0.5952280759811401,0.3684743344783783,1.0655635595321655,1.107964277267456,0.7014309167861938,0.432483971118927,1.113740086555481,0.49778881669044495
5.0,0.8423831462860107,1.0141336917877197,0.6491820812225342,0.43698352575302124,1.1184344291687012,1.1511523723602295,0.764514148235321,0.5019590258598328,1.1588432788848877,0.5663948655128479
6.0,0.9004172086715698,1.0687644481658936,0.7061980366706848,0.5070482492446899,1.1739846467971802,1.1981204748153687,0.8296059966087341,0.5730236768722534,1.2075355052947998,0.6365708708763123
7.0,0.9610477685928345,1.1262404918670654,0.7661256790161133,0.5786353349685669,1.2320959568023682,1.2486748695373535,0.8966134190559387,0.6456028819084167,1.2596287727355957,0.7082529664039612
8.0,1.0241163969039917,1.1863809823989868,0.8287845253944397,0.6516808271408081,1.2926197052001953,1.302587628364563,0.9654163718223572,0.7195974588394165,1.3149031400680542,0.781351625919342
9.0,1.0894395112991333,1.2489800453186035,0.8939683437347412,0.7260933518409729,1.355380892753601,1.3596031665802002,1.0358713865280151,0.7948875427246094,1.3731118440628052,0.8557547926902771
10.0,1.1568132638931274,1.3138127326965332,0.9614506363868713,0.8017585873603821,1.4201838970184326,1.4194443225860596,1.1078174114227295,0.8713371157646179,1.433988332748413,0.9313329458236694
