t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
0.0,0.08925092220306396,0.7739560008049011,0.6545714735984802,0.4388784170150757,0.43301522731781006,0.8585978746414185,0.08594560623168945,0.6973680257797241,0.20146948099136353,0.09417730569839478
1.0,0.1315009444952011,0.7902615070343018,0.6783446669578552,0.48744675517082214,0.4636528789997101,0.8825101852416992,0.13270750641822815,0.7230628728866577,0.24178481101989746,0.12446972727775574
2.0,0.18853230774402618,0.8230981826782227,0.7186267971992493,0.5506178736686707,0.5100075602531433,0.9228869080543518,0.1944975107908249,0.7649244070053101,0.2974492907524109,0.17064042389392853
3.0,0.20947159826755524,0.8217025995254517,0.724546492099762,0.5773683786392212,0.5212185382843018,0.9288387298583984,0.2203369289636612,0.7720829844474792,0.3175061047077179,0.18186648190021515
4.0,0.2921517491340637,0.8832641839981079,0.7934149503707886,0.665838897228241,0.5949005484580994,0.9977936744689941,0.308154433965683,0.8420856595039368,0.3997775912284851,0.25562354922294617
5.0,0.29920530319213867,0.8712009787559509,0.7883145809173584,0.6780759692192078,0.5939081907272339,0.9926824569702148,0.3202666938304901,0.8378126621246338,0.40673527121543884,0.2549732029438019
6.0,0.39837607741355896,0.9520854353904724,0.8761695623397827,0.7825058698654175,0.6855830550193787,1.080634355545044,0.42472249269485474,0.9265192151069641,0.5061999559402466,0.3469853699207306
7.0,0.4037935137748718,0.9411846399307251,0.8717189431190491,0.7923714518547058,0.6843940019607544,1.0761525630950928,0.43513795733451843,0.9226809144020081,0.5120521783828735,0.34644073247909546
8.0,0.506650984287262,1.028369665145874,0.9653341770172119,0.8997362852096558,0.7810757756233215,1.169848084449768,0.5431631207466125,1.0169734954833984,0.6156416535377502,0.44374844431877136
9.0,0.5241952538490295,1.0319806337356567,0.9747698903083801,0.9209057092666626,0.7931918501853943,1.1792176961898804,0.5654496550559998,1.0269216299057007,0.6339201331138611,0.4567948877811432
10.0,0.617843508720398,1.1123353242874146,1.0608320236206055,1.0180935859680176,0.8817815780639648,1.2652801275253296,0.6638767719268799,1.1135451793670654,0.7284814119338989,0.5463336706161499
11.0,0.6589934229850769,1.1415601968765259,1.0951874256134033,1.0619802474975586,0.9184291958808899,1.2994939088821411,0.709349513053894,1.148358941078186,0.7704680562019348,0.5841882228851318
12.0,0.7340118885040283,1.2053824663162231,1.163872241973877,1.139417290687561,0.9892809987068176,1.3680208921432495,0.7885293960571289,1.2175052165985107,0.8463600277900696,0.6563352346420288
13.0,0.8047308921813965,1.2658610343933105,1.2287548780441284,1.2119429111480713,1.0562001466751099,1.432632565498352,0.8630235195159912,1.2827911376953125,0.9178608059883118,0.7247324585914612
14.0,0.8578053712844849,1.309508204460144,1.2763872146606445,1.2662715911865234,1.1057710647583008,1.479884386062622,0.9195049405097961,1.330775260925293,0.9716143012046814,0.7759413719177246
15.0,0.9567893743515015,1.3996652364730835,1.3702194690704346,1.366119146347046,1.2014718055725098,1.5732650756835938,1.0216283798217773,1.4249318838119507,1.0712093114852905,0.8733852505683899
16.0,0.9916223883628845,1.4264941215515137,1.4002126455307007,1.4011154174804688,1.2332624197006226,1.602624773979187,1.0590872764587402,1.4551527500152588,1.1064488887786865,0.9071231484413147
17.0,1.110522985458374,1.5377501249313354,1.5144426822662354,1.5199609994888306,1.349249005317688,1.7161853313446045,1.180450201034546,1.5696003437042236,1.2257170677185059,1.0251051187515259
18.0,1.1367807388305664,1.557105302810669,1.5362564325332642,1.5454474687576294,1.3727703094482422,1.7371190786361694,1.2086161375045776,1.59151291847229,1.25209641456604,1.0508291721343994
19.0,1.2623605728149414,1.676018238067627,1.657500147819519,1.6701233386993408,1.4956936836242676,1.8574618101119995,1.3359918594360352,1.7128490209579468,1.377769947052002,1.1759761571884155
20.0,1.2928942441940308,1.700481653213501,1.6838515996932983,1.6991381645202637,1.5236908197402954,1.8827183246612549,1.3678264617919922,1.7391786575317383,1.4081676006317139,1.2063714265823364
21.0,1.4105907678604126,1.8123027086257935,1.7974454164505005,1.8151949644088745,1.6389082670211792,1.9951910972595215,1.4867125749588013,1.852736234664917,1.5256911516189575,1.3240044116973877
