t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
0.0,0.4666794538497925,0.889036238193512,0.41641414165496826,0.7835636138916016,0.17069607973098755,0.7825581431388855,0.8694746494293213,0.27217650413513184,0.683625340461731,0.7448293566703796
1.0,0.5096610188484192,0.929850697517395,0.4542272388935089,0.8345496654510498,0.22502517700195312,0.8301169276237488,0.9028486609458923,0.3344264328479767,0.7370998859405518,0.7953910827636719
2.0,0.5555305480957031,0.9738069772720337,0.4954814612865448,0.8877996802330017,0.2813563048839569,0.8805776238441467,0.9401132464408875,0.39860251545906067,0.7929888963699341,0.8483570218086243
3.0,0.6043077111244202,1.0208574533462524,0.5401639342308044,0.9433150291442871,0.33976414799690247,0.9338826537132263,0.9812051057815552,0.4646858870983124,0.8512527346611023,0.9037109613418579
4.0,0.6559820175170898,1.070927619934082,0.5882328152656555,1.001068115234375,0.4002920687198639,0.9899424910545349,1.0260251760482788,0.5326293706893921,0.911822497844696,0.9614087343215942
5.0,0.7105106115341187,1.1239150762557983,0.6396146416664124,1.0610018968582153,0.46294981241226196,1.048636794090271,1.074438214302063,0.6023581624031067,0.9746008515357971,1.0213779211044312
6.0,0.7678174376487732,1.1796894073486328,0.6942028403282166,1.1230309009552002,0.5277125239372253,1.1098158359527588,1.1262739896774292,0.6737719774246216,1.0394636392593384,1.0835189819335938
7.0,0.8277932405471802,1.2380943298339844,0.7518578171730042,1.1870430707931519,0.5945211052894592,1.1733050346374512,1.1813302040100098,0.7467480301856995,1.106263518333435,1.1477067470550537
8.0,0.8902977705001831,1.2989497184753418,0.8124088048934937,1.2529034614562988,0.6632840633392334,1.2389087677001953,1.2393771409988403,0.8211451172828674,1.1748336553573608,1.213794231414795
9.0,0.9551630020141602,1.3620563745498657,0.8756574392318726,1.3204576969146729,0.733880877494812,1.3064167499542236,1.3001633882522583,0.8968082666397095,1.2449932098388672,1.2816165685653687
10.0,1.0221977233886719,1.4272005558013916,0.9413822889328003,1.389536738395691,0.8061666488647461,1.3756095170974731,1.3634220361709595,0.9735736846923828,1.3165525197982788,1.3509955406188965
11.0,1.091193437576294,1.4941587448120117,1.0093451738357544,1.4599623680114746,0.8799773454666138,1.446264624595642,1.4288785457611084,1.0512737035751343,1.3893181085586548,1.4217448234558105
12.0,1.1619302034378052,1.562704086303711,1.0792971849441528,1.531551480293274,0.9551357626914978,1.5181620121002197,1.4962568283081055,1.1297413110733032,1.4630980491638184,1.4936747550964355
13.0,1.2341833114624023,1.6326112747192383,1.1509861946105957,1.6041215658187866,1.031457781791687,1.5910890102386475,1.5652856826782227,1.2088137865066528,1.5377057790756226,1.5665972232818604
14.0,1.30772864818573,1.7036608457565308,1.2241618633270264,1.6774944067001343,1.108757495880127,1.6648435592651367,1.635704517364502,1.2883363962173462,1.6129639148712158,1.6403297185897827
15.0,1.3823484182357788,1.7756437063217163,1.2985821962356567,1.7514996528625488,1.1868526935577393,1.7392374277114868,1.707266926765442,1.3681641817092896,1.6887067556381226,1.7146985530853271
16.0,1.457835078239441,1.8483637571334839,1.3740171194076538,1.8259772062301636,1.265568494796753,1.8140978813171387,1.779744029045105,1.448163628578186,1.7647815942764282,1.7895410060882568
17.0,1.533994197845459,1.921640157699585,1.4502520561218262,1.900779366493225,1.3447401523590088,1.889268398284912,1.8529267311096191,1.528213620185852,1.8410500288009644,1.8647074699401855
18.0,1.6106470823287964,1.99530827999115,1.527090072631836,1.9757715463638306,1.4242157936096191,1.964609146118164,1.9266256093978882,1.6082056760787964,1.9173882007598877,1.940062165260315
19.0,1.6876314878463745,2.0692200660705566,1.6043527126312256,2.050832986831665,1.5038570165634155,2.039996385574341,2.0006721019744873,1.6880435943603516,1.9936860799789429,2.0154833793640137
20.0,1.764802098274231,2.1432442665100098,1.6818803548812866,2.1258559226989746,1.583539605140686,2.115321397781372,2.0749170780181885,1.7676432132720947,2.0698471069335938,2.09086275100708
